key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,rjt_rating,rjt_RT,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider.response,slider.rt,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,VF_response,VF_tag,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,trials_16.ran,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.94,0,6,6,6,1,evoke,wake up,surrender,reconnoiter,transcend,call forth,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,85.651,0,7,7,7,1,unobtrusive,unintelligent,epileptic,illogical,lineal,modest,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.862,0,8,8,8,1,terrain,ice cream,final test,tractor,area of ground,weight,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.817,0,9,9,9,1,capriciousness,stubbornness,courage,whimsicality,amazement,greediness,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.38,0,10,10,10,1,maelstrom,slander,whirlpool,enmity,armor,majolica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.344,0,11,11,11,1,tentative,critical,conclusive,authentic,provisional,apprehensive,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.457,0,12,12,12,1,placate,rehabilitate,plagiarize,depredate,apprise,conciliate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.298,0,13,13,13,1,surcease,enlightenment,cessation,inattention,censor,substitution,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.854,0,14,14,14,1,apathetic,wandering,impassive,hateful,prophetic,overflowing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.621,0,15,15,15,1,paternoster,paternalism,patricide,malediction,benediction,prayer,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.672,0,16,16,16,1,opalescence,opulence,senescence,bankruptcy,iridescence,assiduity,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.167,0,17,17,17,1,lush,stupid,luxurious,hazy,putrid,languishing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.476,0,18,18,18,1,curtailment,expenditure,abandonment,abridgment,improvement,forgery,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.932,0,19,19,19,1,perversity,adversity,perviousness,travesty,waywardness,gentility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.805,0,20,20,20,1,calumnious,complimentary,analogous,slanderous,tempestuous,magnanimous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.813,0,21,21,21,1,illiberality,bigotry,imbecility,illegibility,cautery,immaturity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.289,0,22,22,22,1,clabber,rejoice,gossip,curdle,crow,hobble,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.086,0,23,23,23,1,sedulousness,diligence,credulousness,seduction,perilousness,frankness,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in water,bucket,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in sand ,bucket,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in liquid ,bucket,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in toys,bucket,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage,bucket,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carrying certain things ,bucket,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in clay ,bucket,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in things you cant hold ,bucket,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,putting in stuff,bucket,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,bucket,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire,candle,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warmth ,candle,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smell,candle,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makes the room brighter ,candle,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,makes the spcae smell nicer ,candle,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smoke,candle,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,candle,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep ,pillow,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfy,pillow,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cotton,pillow,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,big,pillow,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rest,pillow,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rest,pillow,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,pillow,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silk,pillow,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elevated,pillow,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,head rest,pillow,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cussion,pillow,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,pillow,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,Animals,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cat,Animals,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snake,Animals,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish,Animals,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dolphins,Animals,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sharke,Animals,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabbit,Animals,6,0,6,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,squirl,Animals,7,0,7,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Animals,,,,,,,,,,,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.037,0,0,0,0,1,"I enjoy concentrating on a fantasy or daydream and exploring all its possibilities, letting it grow and develop.",0,1,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.045,0,1,1,1,1,I think it's interesting to learn and develop new hobbies.,0,2,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.243,0,2,2,2,1,I am intrigued by the patterns I find in art and nature.,0,3,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.582,0,3,3,3,1,I believe letting students hear controversial speakers can only confuse and mislead them.,1,4,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.357,0,4,4,4,1,Poetry has little or no effect on me.,1,5,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34.79,0,5,5,5,1,I would have difficulty just letting my mind wander without control or guidance.,1,6,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.254,0,6,6,6,1,I seldom notice the moods or feelings that different environments produce.,1,7,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12.721,0,7,7,7,1,I experience a wide range of emotions or feelings.,0,8,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.511,0,8,8,8,1,"Sometimes when I am reading poetry or looking at a work of art, I feel a chill or wave of excitement.",0,9,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.239,0,9,9,9,1,I have little interest in speculating on the nature of the universe or the human condition.,1,10,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.479,0,10,10,10,1,I have a lot of intellectual curiosity.,0,11,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.674,0,11,11,11,1,I often enjoy playing with theories or abstract ideas.,0,12,,
,,,,,,,,,,,,,,,90380,001,2022-04-28_15h00.00.895,SPAMnetsValid,2021.1.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,14.628
